"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.340907900E1,-3.971506931E0,-3.838217604E0,2.688302127E0,6.142617521E0
3.341903900E1,-4.706056674E0,-3.766578103E0,2.574940696E0,6.554723458E0
3.342899900E1,-5.113068491E0,-3.678898519E0,2.554334231E0,6.797233781E0
3.343895900E1,-5.479286624E0,-3.514697009E0,2.508735597E0,6.976347990E0
3.344891900E1,-5.718070539E0,-3.457311850E0,2.328130015E0,7.075982284E0
3.345887900E1,-5.589224803E0,-3.494868516E0,2.066685801E0,6.908308769E0
3.346883900E1,-5.125972127E0,-3.624594258E0,1.744445454E0,6.515854796E0
3.347879900E1,-4.474865953E0,-3.780735381E0,1.379340046E0,6.018385521E0
3.348875900E1,-3.856581954E0,-3.835648338E0,9.317713559E-1,5.518479899E0
3.349871900E1,-3.104372159E0,-3.469483999E0,5.628930321E-1,4.689487636E0
3.350867900E1,-2.191597822E0,-2.953208186E0,1.745066428E-1,3.681710496E0
3.351863900E1,-1.476562578E0,-2.627415363E0,-2.055176434E-1,3.020891597E0
3.352859900E1,-8.945567518E-1,-2.427607234E0,-5.130202295E-1,2.637555387E0
3.353855900E1,-4.125064462E-2,-1.640932195E0,-1.242488010E0,2.058673490E0
3.354851900E1,6.701602033E-1,-5.240853542E-1,-2.477830431E0,2.619813696E0
3.355847900E1,1.552550361E0,4.963748145E-1,-3.918453974E0,4.243946528E0
3.356843800E1,2.713221791E0,1.853851537E0,-4.955279038E0,5.945849674E0
3.357839800E1,4.699777349E0,3.618259969E0,-4.993108184E0,7.753118190E0
3.358835800E1,7.211306160E0,5.264803737E0,-3.910973339E0,9.747656507E0
3.359831800E1,8.624680510E0,6.407783539E0,-2.920312920E0,1.113431773E1
3.360827800E1,8.594111851E0,6.844948279E0,-3.417937285E0,1.150627528E1
3.361823800E1,8.527327877E0,6.022118737E0,-4.135120504E0,1.122855540E1
3.362819800E1,7.938108634E0,4.106916459E0,-3.796836859E0,9.710628281E0
3.363815800E1,5.896726366E0,1.760838708E0,-3.012162738E0,6.851646456E0
3.364811800E1,3.426469249E0,-4.018522346E-1,-2.545380974E0,4.287323295E0
3.365807800E1,9.685129201E-1,-2.068571236E0,-1.997233450E0,3.034130137E0
3.366803800E1,-1.002812395E0,-3.061452427E0,-1.319890527E0,3.481412740E0
3.367799800E1,-1.939110080E0,-3.115139807E0,-6.144884245E-1,3.720462329E0
3.368795800E1,-2.532818231E0,-2.186138277E0,-5.213177209E-1,3.386169063E0
3.369791800E1,-3.796350955E0,-7.568162316E-1,-3.380254903E-1,3.885783398E0
3.370787800E1,-5.312974269E0,1.524242821E0,2.310141349E-1,5.532122495E0
3.371783800E1,-6.614125932E0,5.563373678E0,7.826596092E-1,8.678153294E0
3.372779800E1,-6.799042958E0,1.108714533E1,1.595127447E0,1.310328998E1
3.373775800E1,-5.018207358E0,1.523757034E1,4.466260021E0,1.665273051E1
3.374771800E1,-1.318607648E0,1.334644982E1,1.677264601E0,1.351590417E1
3.375767800E1,6.981940940E-1,5.607111436E0,-2.619594712E0,6.228117702E0
3.376763800E1,-4.673282737E0,-1.573256521E0,8.959638843E-1,5.011732126E0
3.377759800E1,-8.086038512E0,-4.989858887E0,8.843150613E-1,9.542783852E0
3.378755800E1,-8.196860790E0,-5.950771011E0,5.110232592E-1,1.014205833E1
3.379751800E1,-7.145203387E0,-6.565377696E0,3.449606974E0,1.029844182E1
3.380747800E1,-5.894920746E0,-6.446063506E0,4.985354776E0,1.005761341E1
3.381743800E1,-5.044939073E0,-5.331447378E0,5.724566796E0,9.308405148E0
3.382739800E1,-4.358087116E0,-3.155963312E0,6.062510133E0,8.105988949E0
3.383735800E1,-3.593786156E0,-3.057818967E-1,6.050142102E0,7.043651110E0
3.384731800E1,-2.062796525E0,2.948369030E0,5.491782124E0,6.565643940E0
3.385727800E1,-3.134433572E-1,5.991813203E0,3.890082407E0,7.150721175E0
3.386723800E1,1.741629873E0,7.724225671E0,2.909230692E0,8.435671879E0
3.387719800E1,3.613541851E0,7.290343559E0,2.077613955E0,8.397813624E0
3.388715700E1,4.200143881E0,4.467979102E0,1.272659351E0,6.262883338E0
3.389711700E1,3.657499464E0,1.236608343E0,7.488925966E-1,3.932854262E0
3.390707700E1,2.128505050E0,-6.761690944E-1,-3.124693207E-1,2.255077708E0
3.391703700E1,1.877605265E-1,-1.466963496E0,-1.323495044E0,1.984659932E0
3.392699700E1,-8.611637418E-1,-2.337648405E0,-9.861177170E-1,2.679296775E0
3.393695700E1,-1.389724993E0,-3.074270108E0,-1.741733515E-1,3.378284863E0
3.394691700E1,-1.585927438E0,-3.407403526E0,5.371953964E-1,3.796596307E0
3.395687700E1,-1.503607997E0,-3.576590956E0,1.330135142E0,4.101475268E0
3.396683700E1,-1.231551963E0,-3.013621618E0,1.618570688E0,3.635712663E0
3.397679700E1,-7.018521852E-1,-2.027798016E0,1.561419418E0,2.653788214E0
3.398675700E1,-1.674709806E-1,-9.194308072E-1,1.369029651E0,1.657601195E0
3.399671700E1,1.150315426E-2,8.583829522E-2,1.007560626E0,1.011275903E0
3.400667700E1,3.937409040E-1,7.289905018E-1,4.743541638E-1,9.547098637E-1
3.401663700E1,8.276483057E-1,8.520837468E-1,8.094538171E-2,1.190630331E0
3.402659700E1,1.151135498E0,5.162997866E-1,-1.751819962E-1,1.273721766E0
3.403655700E1,1.135846126E0,-1.061485988E-1,-5.057316021E-1,1.247869544E0
3.404651700E1,1.029273092E0,-8.575181490E-1,-5.169459039E-1,1.435957361E0
3.405647700E1,1.063414107E0,-1.250679667E0,-2.222221883E-1,1.656632697E0
3.406643700E1,1.036624139E0,-1.329738700E0,2.923827097E-2,1.686312395E0
3.407639700E1,1.083287331E0,-1.312247339E0,1.447858304E-1,1.707766805E0
3.408635700E1,1.109013619E0,-1.259096734E0,2.107938784E-1,1.691055839E0
3.409631700E1,1.314212589E0,-1.041732924E0,4.175613642E-2,1.677529668E0
3.410627700E1,1.655048836E0,-7.072265804E-1,-5.634014475E-1,1.885942013E0
3.411623700E1,1.905922746E0,-3.378024191E-1,-1.303298907E0,2.333503809E0
3.412619700E1,2.104669314E0,-5.471765935E-2,-2.003669042E0,2.906426771E0
3.413615700E1,2.275867894E0,1.608054471E-1,-2.230845065E0,3.190940734E0
3.414611700E1,2.111737720E0,3.092580664E-1,-1.543024077E0,2.633628686E0
3.415607700E1,1.775072585E0,1.445683140E-1,-3.266003233E-1,1.810649179E0
3.416603700E1,1.822635006E0,9.709418535E-2,6.608318478E-1,1.941165727E0
3.417599700E1,2.089786396E0,3.153216290E-1,1.129469079E0,2.396317030E0
3.418595700E1,2.398062715E0,1.424978149E-1,1.007416639E0,2.604975757E0
3.419591700E1,2.782951592E0,-3.992595792E-1,6.286066729E-1,2.880863434E0
3.420587700E1,3.106526273E0,-9.363011938E-1,7.140254304E-2,3.245344933E0
3.421583700E1,2.929837157E0,-1.158526964E0,-3.304828745E-1,3.167861964E0
3.422579600E1,2.137689271E0,-1.000056310E0,-3.261056489E-1,2.382472022E0
3.423575600E1,1.525833556E0,-7.034200430E-1,-1.760715039E-1,1.689369400E0
3.424571600E1,1.117117786E0,-3.623449373E-1,1.263248549E-1,1.181187526E0
3.425567600E1,5.953925145E-1,4.220988035E-1,4.262952040E-1,8.452143203E-1
3.426563600E1,2.490392004E-1,1.380654500E0,4.590496981E-1,1.476128042E0
3.427559600E1,1.590743789E-1,2.065989690E0,2.722352511E-1,2.089911503E0
3.428555600E1,1.595681763E-1,2.151590588E0,2.639857069E-2,2.157660990E0
3.429551600E1,3.304168010E-1,1.649617065E0,-3.874145821E-2,1.682828756E0
3.430547600E1,1.030624384E0,1.228599411E0,-2.071498936E-1,1.616958321E0
3.431543600E1,2.303260930E0,1.348884239E0,-7.951505774E-1,2.785096774E0
3.432539658E1,3.421170795E0,1.582254801E0,-1.533168011E0,4.069219091E0
3.433535658E1,3.989812225E0,1.896749634E0,-1.843539533E0,4.786950885E0
3.434531658E1,4.282968813E0,2.321127682E0,-9.192846268E-1,4.957473127E0
3.435527658E1,4.496747111E0,2.571031832E0,8.443891034E-2,5.180547190E0
3.436523658E1,4.892751253E0,2.848411463E0,-5.859217063E-2,5.661792625E0
3.437519658E1,5.106707890E0,3.353613235E0,-4.876981312E-1,6.128869118E0
3.438515658E1,5.104908117E0,3.614473897E0,-5.086937284E-1,6.275609751E0
3.439511658E1,5.320943440E0,3.469640120E0,-1.877752177E-1,6.355005994E0
3.440507658E1,5.144894886E0,3.220508387E0,-9.160265583E-1,6.138462537E0
3.441503658E1,4.371781880E0,3.050785936E0,-2.305934862E0,5.808365279E0
3.442499658E1,2.667991824E0,2.138414472E0,-2.378642650E0,4.165205599E0
3.443495658E1,1.011830848E0,9.488118964E-1,-1.983100730E0,2.420069046E0
3.444491658E1,5.786958268E-2,8.085447943E-1,-2.284645734E0,2.424190526E0
3.445487658E1,-6.748128328E-1,1.857239998E0,-2.530106585E0,3.210319626E0
3.446483658E1,-1.290161237E0,3.840371718E0,-2.121599050E0,4.573199479E0
3.447479658E1,-1.725821780E0,6.133301203E0,-6.879120576E-1,6.408515231E0
3.448475658E1,-2.320566057E0,7.706999774E0,1.218670766E0,8.140517845E0
3.449471658E1,-3.452632031E0,7.421656820E0,2.778879883E0,8.644294725E0
3.450467658E1,-4.516320373E0,4.787738183E0,3.283109847E0,7.355161242E0
3.451463658E1,-4.223561980E0,1.432793537E0,2.188067858E0,4.967797708E0
3.452459658E1,-3.027508755E0,-8.973066974E-1,9.702249849E-1,3.303377831E0
3.453455658E1,-1.704708653E0,-1.654109480E0,4.023857930E-1,2.409154228E0
3.454451658E1,-8.934380333E-1,-1.482842780E0,3.918011633E-1,1.774982361E0
3.455447658E1,-9.697751878E-1,-4.598876041E-1,1.570670298E-1,1.084726037E0
3.456443658E1,-7.823176932E-1,6.568592495E-1,2.842322758E-1,1.060317421E0
3.457439558E1,-4.515453815E-1,1.205173126E0,9.457008854E-1,1.597086617E0
3.458435658E1,-4.251199137E-1,1.093074986E0,1.412357519E0,1.835835947E0
3.459431558E1,-5.554987894E-1,6.161246216E-1,2.053135463E0,2.214396912E0
3.460427558E1,-3.618401764E-1,1.587367022E-1,2.900592308E0,2.927381320E0
3.461423558E1,-8.791464150E-2,-3.069805759E-1,3.337714948E0,3.352954985E0
3.462419558E1,-6.332019997E-1,-9.103828257E-1,2.680593158E0,2.900917328E0
3.463415558E1,-1.153922866E0,-1.446256751E0,2.125066448E0,2.817641564E0
3.464411558E1,-1.657835911E0,-1.921487449E0,1.738017025E0,3.075912402E0
3.465407558E1,-2.118199478E0,-2.228461009E0,1.655725651E0,3.492024474E0
3.466403558E1,-2.618527011E0,-2.660835709E0,1.383041918E0,3.981147488E0
3.467399558E1,-2.916067842E0,-3.070562389E0,1.390932151E0,4.457184906E0
3.468395558E1,-3.064942045E0,-3.246488736E0,1.849974833E0,4.832801023E0
3.469391558E1,-3.284805540E0,-3.235281377E0,2.224387254E0,5.119071369E0
3.470387558E1,-3.480495183E0,-3.068835706E0,2.437081185E0,5.241275037E0
3.471383558E1,-3.567394163E0,-2.771365626E0,2.503083093E0,5.164512903E0
3.472379558E1,-3.738075265E0,-2.540391253E0,2.377366787E0,5.106727646E0
3.473375558E1,-3.929135083E0,-2.493786020E0,2.295889053E0,5.189236722E0
3.474371558E1,-4.053135524E0,-2.692895992E0,2.294011512E0,5.379784867E0
3.475367558E1,-4.068127492E0,-2.970156341E0,2.141307967E0,5.473270484E0
3.476363558E1,-3.849190781E0,-3.272224086E0,1.879992976E0,5.390555976E0
3.477359558E1,-3.438549597E0,-3.542730900E0,1.547793359E0,5.173995539E0
3.478355558E1,-2.868639029E0,-3.582865019E0,1.219973891E0,4.749141808E0
3.479351558E1,-2.200667146E0,-3.285712443E0,8.745244834E-1,4.050140148E0
3.480347558E1,-1.525689422E0,-2.877836992E0,5.196081412E-1,3.298433959E0
3.481343558E1,-1.063690681E0,-2.503300025E0,9.303709477E-2,2.721507814E0
3.482339558E1,-6.980821198E-1,-2.196314186E0,-3.887879469E-1,2.337150128E0
3.483335558E1,-1.531157738E-1,-1.810379242E0,-1.112938270E0,2.130621748E0
3.484331558E1,4.033277795E-1,-7.750560361E-1,-2.217205703E0,2.383146300E0
3.485327558E1,8.794007689E-1,3.652843326E-1,-3.442633585E0,3.571904864E0
3.486323558E1,1.480712639E0,1.577515048E0,-4.546647542E0,5.035182967E0
3.487319558E1,2.502040242E0,2.982040806E0,-4.910405166E0,6.266167221E0
3.488315558E1,4.222809443E0,4.305078013E0,-4.315088446E0,7.415241371E0
3.489311558E1,5.849924667E0,5.383565950E0,-3.091371168E0,8.530004493E0
3.490307558E1,6.094576848E0,6.339569921E0,-2.802693254E0,9.229794322E0
3.491303558E1,6.425909908E0,6.782514634E0,-2.983793217E0,9.808050003E0
3.492299558E1,6.764095320E0,5.780597155E0,-2.876949677E0,9.351209997E0
3.493295558E1,5.915298293E0,3.891627241E0,-2.732595371E0,7.589637273E0
3.494291458E1,4.161791701E0,1.907645336E0,-2.718712619E0,5.324567512E0
3.495287458E1,2.394806108E0,1.510335803E-2,-2.817868240E0,3.698067850E0
3.496283458E1,7.569454551E-1,-1.834536429E0,-2.832011193E0,3.458146574E0
3.497279458E1,-5.684610432E-1,-3.542084783E0,-2.337847503E0,4.281943894E0
3.498275458E1,-1.793244854E0,-4.749167610E0,-1.437429064E0,5.276032828E0
3.499271458E1,-2.227775715E0,-5.048788880E0,-9.233639368E-1,5.595163514E0
3.500267458E1,-2.797217044E0,-4.184409024E0,-4.446257865E-1,5.052859998E0
3.501263458E1,-3.666560310E0,-3.042414477E0,1.731512582E-1,4.767591815E0
3.502259458E1,-4.622492360E0,-1.948498077E0,7.320564893E-1,5.069515468E0
3.503255458E1,-6.022816894E0,-1.179675758E-1,1.329292265E0,6.168894359E0
3.504251458E1,-7.122727275E0,3.531739304E0,2.283703894E0,8.271742853E0
3.505247458E1,-7.157985985E0,8.748203525E0,2.945055121E0,1.168080382E1
3.506243458E1,-4.566141281E0,1.470487145E1,3.227755134E-1,1.540087902E1
3.507239458E1,2.697634576E0,1.598570053E1,-2.212122134E0,1.636194787E1
3.508235458E1,5.816841706E0,8.582520915E0,1.541251348E0,1.048192580E1
3.509231458E1,-6.003459102E-1,5.024372077E-1,5.437893015E0,5.493954751E0
3.510227458E1,-5.685705616E0,-2.661331553E0,2.187060091E0,6.647794057E0
3.511223458E1,-6.563491384E0,-4.400823246E0,1.810182483E-1,7.904393208E0
3.512219458E1,-5.788027797E0,-5.842286450E0,2.697113881E0,8.654940787E0
3.513215458E1,-5.052106590E0,-6.882280996E0,3.902927570E0,9.387354065E0
3.514211458E1,-4.633774271E0,-7.174191543E0,4.280208635E0,9.553066223E0
3.515207458E1,-3.667165496E0,-5.886718272E0,4.832986861E0,8.453361272E0
3.516203458E1,-2.362333888E0,-3.102078881E0,5.413519481E0,6.671559635E0
3.517199458E1,-1.096413892E0,7.735878003E-1,5.396159098E0,5.560494090E0
3.518195458E1,1.207162057E-1,4.497958362E0,4.418195908E0,6.306080947E0
3.519191458E1,8.884458268E-1,7.418903366E0,2.737460546E0,7.957584645E0
3.520187458E1,1.871989015E0,8.655081353E0,1.277203807E0,8.946844453E0
3.521183458E1,2.801445750E0,6.395973918E0,1.175531398E0,7.080851271E0
3.522179458E1,2.901503012E0,2.314810351E0,1.773619552E0,4.113732247E0
3.523175458E1,9.197518194E-1,-6.974699163E-1,7.547925103E-1,1.379173458E0
3.524171458E1,-4.507517682E-1,-1.468638139E0,-4.122567701E-1,1.590607049E0
3.525167458E1,-1.040099577E0,-1.889434767E0,-1.353175510E0,2.546145093E0
3.526163458E1,-2.018039890E0,-2.647528616E0,-1.073796131E0,3.497846609E0
3.527159458E1,-2.210010704E0,-2.834945326E0,1.334825595E-1,3.597065458E0
3.528155458E1,-1.957420051E0,-2.772396491E0,5.794017684E-1,3.442874085E0
3.529151458E1,-1.973385435E0,-2.472485198E0,4.327723110E-1,3.192917945E0
3.530147458E1,-1.746874680E0,-1.768651173E0,6.564119375E-1,2.571103800E0
3.531143458E1,-1.026005010E0,-8.060398471E-1,1.117748482E0,1.718065245E0
3.532139333E1,-5.491804343E-1,-2.107465160E-1,9.438604742E-1,1.112153694E0
3.533135333E1,6.702984899E-2,1.646821511E-1,9.069756532E-1,9.242391720E-1
3.534131333E1,7.048292951E-1,3.648849678E-1,7.002216891E-1,1.058411918E0
3.535127333E1,9.104950923E-1,1.265811092E-1,2.154242885E-1,9.441566154E-1
3.536123333E1,9.073589382E-1,-3.554645187E-1,-1.619912624E-1,9.878747065E-1
3.537119333E1,9.430050266E-1,-8.457710928E-1,-2.236022774E-1,1.286306806E0
3.538115333E1,1.022912199E0,-1.152583269E0,-1.566341165E-1,1.548977664E0
3.539111333E1,1.297450083E0,-1.084718145E0,-2.820275831E-1,1.714505681E0
3.540107333E1,1.367645615E0,-9.751740682E-1,-3.643234889E-1,1.718764264E0
3.541103333E1,1.384726209E0,-8.586162561E-1,-5.068625267E-1,1.706340578E0
3.542099333E1,1.531481089E0,-7.064202493E-1,-8.076865692E-1,1.869979008E0
3.543095333E1,1.763818741E0,-5.205887192E-1,-1.058170836E0,2.121743313E0
3.544091333E1,1.842347724E0,-3.016964471E-1,-1.292222526E0,2.270485618E0
3.545087333E1,1.863696494E0,-1.525795841E-1,-1.308472962E0,2.282267872E0
3.546083333E1,1.805787424E0,1.685951078E-1,-8.905461466E-1,2.020486320E0
3.547079333E1,1.946233451E0,8.046949875E-1,-2.121611036E-1,2.116688688E0
3.548075333E1,2.215690105E0,9.681486386E-1,4.588986938E-1,2.461134380E0
3.549071333E1,2.665703808E0,3.708690083E-1,6.149352980E-1,2.760736502E0
3.550067333E1,3.205999399E0,-3.810542732E-1,1.805317600E-1,3.233608854E0
3.551063333E1,3.557227025E0,-8.908595574E-1,-3.618679507E-1,3.684893929E0
3.552059333E1,3.311247818E0,-1.124750522E0,-6.054663169E-1,3.549086546E0
3.553055333E1,2.477250387E0,-1.202048374E0,-6.352929640E-1,2.825824999E0
3.554051333E1,2.048491605E0,-1.076293477E0,-2.707757860E-1,2.329816523E0
3.555047333E1,2.181957226E0,-4.535626709E-1,2.568933266E-1,2.243356996E0
3.556043333E1,2.391087571E0,6.379212874E-1,4.844371390E-1,2.521690442E0
3.557039333E1,2.394300324E0,1.634197372E0,3.202003996E-1,2.916471050E0
3.558035333E1,2.245097653E0,2.213835953E0,4.017548785E-2,3.153275625E0
3.559031333E1,2.224268555E0,2.143670534E0,-4.906588688E-2,3.089514756E0
3.560027333E1,2.616986854E0,2.014553488E0,-9.879821017E-2,3.304059176E0
3.561023333E1,3.333728024E0,2.100502880E0,-6.646724452E-1,3.995953496E0
3.562019333E1,4.241776641E0,2.149766842E0,-1.535117911E0,4.997074499E0
3.563015333E1,4.802154786E0,2.366513186E0,-1.803184828E0,5.649119468E0
3.564011333E1,5.131521719E0,2.664704227E0,-9.877849044E-1,5.865908522E0
3.565007333E1,5.463528378E0,2.807271039E0,7.934540078E-2,6.143061836E0
3.566003333E1,5.866889779E0,3.145957557E0,4.318804644E-1,6.671129242E0
3.566999333E1,5.839468092E0,3.572135963E0,3.272481948E-1,6.853220725E0
3.567995333E1,5.029127033E0,3.925230020E0,-1.797960341E-2,6.379645185E0
3.568991333E1,4.297190411E0,4.489919025E0,-2.094285536E-1,6.218446639E0
3.569987333E1,3.255380012E0,4.842714289E0,-1.004145999E0,5.920953462E0
3.570983333E1,1.631836267E0,4.294673477E0,-2.504910933E0,5.232751538E0
3.571979333E1,5.187738166E-1,2.514750627E0,-2.745710383E0,3.759258238E0
3.572975233E1,-3.206799809E-1,8.074133581E-1,-2.380890319E0,2.534440904E0
3.573971233E1,-8.477208468E-1,1.975844336E-1,-2.250733199E0,2.413186726E0
3.574967233E1,-1.391273628E0,9.816100985E-1,-2.284604219E0,2.849318714E0
3.575963233E1,-2.061910672E0,2.796319204E0,-1.958150661E0,3.988136247E0
3.576959233E1,-2.591827747E0,5.124127330E0,-9.200079274E-1,5.815553847E0
3.577955233E1,-3.333672475E0,7.209994045E0,9.081730898E-1,7.995133811E0
3.578951233E1,-4.989423269E0,7.561040992E0,2.688044558E0,9.449299920E0
3.579947233E1,-6.629305304E0,5.471675304E0,3.553167011E0,9.301178165E0
3.580943233E1,-6.810140973E0,2.178629283E0,2.964873966E0,7.740473065E0
3.581939233E1,-5.269783226E0,-4.580504090E-1,1.609742124E0,5.529167671E0
3.582935233E1,-3.610576143E0,-1.558147901E0,5.276714516E-1,3.967684731E0
3.583931233E1,-2.059920719E0,-1.030425578E0,5.112206027E-2,2.303836736E0
3.584927233E1,-1.128351384E0,1.902882779E-1,-8.114780501E-2,1.147157984E0
3.585923233E1,-5.594493145E-1,1.160369421E0,1.849241884E-1,1.301398357E0
3.586919233E1,8.801302090E-2,1.557842676E0,4.047397359E-1,1.611965989E0
3.587915233E1,2.536608396E-1,1.101416039E0,5.310488033E-1,1.248788991E0
3.588911233E1,3.882128732E-1,3.983152539E-1,1.886100977E0,1.966403105E0
3.589907233E1,5.949370895E-1,-4.335266018E-1,3.491225993E0,3.567990245E0
3.590903233E1,3.999606603E-1,-6.772408891E-1,3.156318823E0,3.252840645E0
3.591899233E1,-6.250945428E-1,-7.664144361E-1,1.533677596E0,1.824911297E0
3.592895233E1,-1.608307071E0,-1.375859199E0,1.158291321E0,2.412732673E0
3.593891233E1,-2.284971717E0,-1.948341372E0,1.289596395E0,3.268055800E0
3.594887233E1,-2.754863030E0,-2.382965496E0,1.288384560E0,3.863642018E0
3.595883233E1,-3.134457546E0,-2.952603584E0,1.249334515E0,4.483695882E0
3.596879233E1,-3.275545597E0,-3.458510529E0,1.630034739E0,5.034630800E0
3.597875233E1,-3.443487571E0,-3.814315941E0,2.127533096E0,5.561745214E0
3.598871233E1,-3.651567756E0,-4.004163339E0,2.466536534E0,5.954080415E0
3.599867233E1,-3.733600684E0,-4.025126191E0,2.567128523E0,6.060657042E0
3.600863233E1,-3.852525449E0,-3.898357971E0,2.534653672E0,6.038511111E0
3.601859233E1,-4.159040878E0,-3.653499384E0,2.374002592E0,6.023418222E0
3.602855233E1,-4.404757252E0,-3.645389296E0,2.196904755E0,6.125123678E0
3.603851233E1,-4.497765403E0,-3.860938715E0,2.016085166E0,6.261097410E0
3.604847233E1,-4.274407905E0,-4.144916929E0,1.837373498E0,6.231118732E0
3.605843233E1,-3.883353724E0,-4.320361465E0,1.583977683E0,6.021207905E0
3.606839233E1,-3.185913628E0,-4.152575612E0,1.292400428E0,5.391124996E0
3.607835233E1,-2.266358275E0,-3.646345900E0,9.949894050E-1,4.407065029E0
3.608831233E1,-1.445556840E0,-3.104687324E0,6.471777222E-1,3.485334555E0
3.609827233E1,-7.274439132E-1,-2.650387319E0,3.265225554E-1,2.767732749E0
3.610823233E1,2.255271077E-2,-2.304511065E0,-3.175010325E-1,2.326389215E0
3.611819233E1,8.283993074E-1,-1.700962050E0,-1.244200075E0,2.264409666E0
3.612815233E1,1.643733596E0,-4.760381985E-1,-2.493131132E0,3.023933753E0
3.613811233E1,2.267459891E0,7.262738854E-1,-3.864174272E0,4.538798400E0
3.614807233E1,3.003031141E0,2.069007438E0,-4.541973277E0,5.824818372E0
3.615803233E1,3.981496899E0,3.683873330E0,-4.682983561E0,7.166140893E0
3.616799233E1,5.470329859E0,4.784146239E0,-4.064232370E0,8.326496788E0
3.617795133E1,5.976433271E0,6.153279385E0,-3.817592136E0,9.389068726E0
3.618791133E1,6.370218687E0,7.257089859E0,-4.339290072E0,1.058652340E1
3.619787133E1,7.499907768E0,6.790048186E0,-4.165064095E0,1.094080115E1
3.620783133E1,7.098919752E0,4.851176380E0,-3.562114420E0,9.306837973E0
3.621779133E1,4.869015358E0,2.666351972E0,-3.198518178E0,6.406813711E0
3.622775133E1,2.364187748E0,6.344205594E-1,-3.195123577E0,4.025007805E0
3.623771133E1,2.565477562E-1,-1.435003200E0,-3.183364534E0,3.501265585E0
3.624767133E1,-1.236324168E0,-3.150926521E0,-2.622352552E0,4.281771630E0
3.625763133E1,-2.268051629E0,-4.207705500E0,-1.631085484E0,5.050671601E0
3.626759133E1,-2.257987694E0,-4.085920862E0,-8.122580686E-1,4.738461869E0
3.627755133E1,-1.861149446E0,-2.860728039E0,-6.482062474E-1,3.473875863E0
3.628751133E1,-2.509566486E0,-1.617438667E0,-1.401633140E-1,2.988925818E0
3.629747133E1,-3.719673493E0,-5.254734832E-1,9.629311681E-2,3.757840555E0
3.630743133E1,-5.033519461E0,2.106413246E0,-5.528688580E-3,5.456493883E0
3.631739133E1,-5.955209048E0,7.177351379E0,2.796036199E-2,9.326289155E0
3.632735125E1,-4.756667541E0,1.443995750E1,1.167795677E0,1.524801644E1
3.633731125E1,1.985635498E-1,1.723176792E1,4.496953810E0,1.780999289E1
3.634727125E1,3.897210163E0,9.265207316E0,4.202686835E0,1.089471846E1
3.635723125E1,-3.003159195E-2,8.407378095E-1,1.550157388E0,1.763726138E0
3.636719125E1,-6.322666790E0,-4.797710025E0,1.772833686E0,8.132470480E0
3.637715125E1,-8.583352389E0,-7.463898860E0,-3.452792537E-1,1.137993595E1
3.638711125E1,-8.648365241E0,-7.562329134E0,-1.997608695E0,1.166076686E1
3.639707125E1,-7.643792542E0,-7.340515008E0,1.297528728E0,1.067681159E1
3.640703125E1,-6.170480724E0,-6.732839613E0,4.338313587E0,1.011073323E1
3.641699125E1,-4.597631461E0,-4.715694639E0,5.901999385E0,8.843618475E0
3.642695125E1,-3.393091881E0,-1.778579160E0,6.391129500E0,7.451372533E0
3.643691125E1,-2.180359620E0,1.850441440E0,6.462936816E0,7.067365413E0
3.644687125E1,-1.096234821E0,5.792964016E0,5.548248686E0,8.095877121E0
3.645683125E1,6.733758795E-1,8.348866178E0,3.822000936E0,9.206774282E0
3.646679125E1,3.071279550E0,9.068603461E0,2.140931114E0,9.811009777E0
3.647675125E1,4.075599649E0,6.736613406E0,1.095231439E0,7.949339884E0
3.648671125E1,3.855836142E0,2.374064280E0,1.119185143E0,4.664357291E0
3.649667125E1,2.809839428E0,-1.142698551E0,9.000291610E-1,3.164018028E0
3.650663125E1,7.480440925E-1,-2.369090638E0,-5.202361687E-1,2.538268325E0
3.651659125E1,-9.404097399E-1,-2.348611350E0,-1.724666662E0,3.061832923E0
3.652655125E1,-1.792549328E0,-2.642778338E0,-1.258216728E0,3.432290746E0
3.653651125E1,-1.950533493E0,-2.711809981E0,-1.476392716E-1,3.343694309E0
3.654647125E1,-1.633088740E0,-2.534607772E0,8.176997799E-1,3.124075594E0
3.655643125E1,-1.160802919E0,-2.389993265E0,1.409526297E0,3.007706037E0
3.656639125E1,-7.529637936E-1,-1.865609702E0,1.823198678E0,2.715052017E0
3.657635125E1,-3.418817291E-1,-9.876087570E-1,1.955656824E0,2.217396623E0
3.658631125E1,-5.025325904E-1,-7.838017166E-2,1.768583930E0,1.840263995E0
3.659627125E1,-2.851325277E-1,4.354830801E-1,1.048592877E0,1.170680611E0
3.660623125E1,-9.983071882E-2,4.111411214E-1,6.689612317E-1,7.915253146E-1
3.661619125E1,2.055296302E-2,3.081763315E-1,8.860432059E-1,9.383323709E-1
3.662615125E1,1.879158067E-1,-1.862449282E-1,4.058623282E-1,4.844829751E-1
3.663611125E1,1.701215234E-1,-6.017217600E-1,-1.934609771E-1,6.545514181E-1
3.664607125E1,4.675293303E-1,-8.351700908E-1,-4.610348278E-1,1.062377460E0
3.665603125E1,6.324287054E-1,-9.634159023E-1,-6.122408279E-1,1.304980881E0
3.666599025E1,7.897819564E-1,-1.083294348E0,-5.567047045E-1,1.451620581E0
