"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.177586796E1,-3.798216217E0,-3.102436146E0,2.060943543E0,5.319684648E0
2.178582796E1,-3.523471341E0,-3.243113138E0,2.252483417E0,5.292099268E0
2.179578696E1,-3.539298877E0,-3.216591922E0,2.156708071E0,5.246378736E0
2.180574696E1,-3.925188797E0,-3.016607791E0,1.932759712E0,5.314375764E0
2.181570696E1,-4.211662603E0,-2.771570279E0,1.694284237E0,5.318862921E0
2.182566696E1,-4.333317433E0,-2.648402190E0,1.555957826E0,5.311560872E0
2.183562696E1,-4.351316625E0,-2.706917616E0,1.489410957E0,5.336637925E0
2.184558696E1,-4.196938145E0,-2.958017521E0,1.392814077E0,5.320158691E0
2.185554696E1,-3.807395469E0,-3.086977862E0,1.202606199E0,5.046974762E0
2.186550696E1,-3.156058037E0,-3.152885923E0,9.081404185E-1,4.552593876E0
2.187546696E1,-2.424794138E0,-3.044596074E0,6.414781487E-1,3.944703548E0
2.188542696E1,-1.694971578E0,-2.585074505E0,4.450041014E-1,3.123070204E0
2.189538696E1,-9.978446004E-1,-2.131841033E0,1.471235472E-1,2.358407381E0
2.190534596E1,-3.561813873E-1,-1.819741219E0,-2.274695528E-1,1.868171749E0
2.191530596E1,2.246380386E-1,-1.244515532E0,-6.744541061E-1,1.433237419E0
2.192526596E1,8.615100431E-1,-8.921190476E-1,-1.175024736E0,1.708437614E0
2.193522596E1,1.473888061E0,-6.551623875E-1,-1.947312554E0,2.528558869E0
2.194518596E1,2.122648625E0,-6.355806470E-2,-2.768202868E0,3.488928765E0
2.195514596E1,2.712386516E0,6.433539355E-1,-3.429443436E0,4.419505309E0
2.196510596E1,3.576163525E0,1.575623474E0,-3.960852720E0,5.564161137E0
2.197506596E1,4.505018874E0,2.466995832E0,-4.034291410E0,6.531215099E0
2.198502596E1,5.186546942E0,3.297378808E0,-3.748167267E0,7.198731419E0
2.199498596E1,5.246714791E0,4.480585114E0,-3.787715203E0,7.870860532E0
2.200494596E1,5.386426992E0,5.382071401E0,-4.198441464E0,8.695240022E0
2.201490496E1,5.987489187E0,5.155517523E0,-4.332510810E0,9.011106347E0
2.202486496E1,5.879452522E0,3.985376819E0,-3.947314369E0,8.126037231E0
2.203482496E1,4.506127799E0,2.361333722E0,-3.055782674E0,5.934550736E0
2.204478496E1,2.702348601E0,6.968454337E-1,-2.437803608E0,3.705559061E0
2.205474496E1,8.777439603E-1,-9.872661102E-1,-2.357826270E0,2.702678958E0
2.206470496E1,-4.320934492E-1,-2.552533581E0,-2.365322400E0,3.506691102E0
2.207466496E1,-1.651611842E0,-3.347863668E0,-2.025150104E0,4.247027874E0
2.208462496E1,-2.191210737E0,-3.408416848E0,-1.289135343E0,4.252126507E0
2.209458496E1,-2.053892385E0,-2.899619039E0,-9.086929804E-1,3.667695112E0
2.210454496E1,-2.222790671E0,-2.206708782E0,-9.799065122E-1,3.281855998E0
2.211450396E1,-2.844797884E0,-1.858835703E0,-8.772092324E-1,3.509649728E0
2.212446396E1,-3.618544436E0,-9.552602059E-1,5.032143027E-2,3.742848934E0
2.213442396E1,-3.936618935E0,2.002800584E0,6.997959387E-1,4.471900398E0
2.214438396E1,-3.457898911E0,6.971503660E0,2.191161181E0,8.084560315E0
2.215434396E1,-2.151733260E0,1.290937747E1,3.008043959E0,1.342871219E1
2.216430396E1,2.754082426E-1,1.552108896E1,-2.181391507E-2,1.552354754E1
2.217426396E1,3.599057713E-1,9.391215398E0,-1.190681387E0,9.473234980E0
2.218422396E1,-3.771667812E0,4.420068187E-1,3.032037131E0,4.859433843E0
2.219418396E1,-7.993115730E0,-4.107252089E0,2.031831864E0,9.213455352E0
2.220414396E1,-9.390319020E0,-6.166363699E0,-6.144417930E-1,1.125076314E1
2.221410396E1,-7.820267358E0,-6.991628022E0,1.985352054E0,1.067619158E1
2.222406396E1,-5.784947484E0,-6.775918390E0,4.581481452E0,1.001841603E1
2.223402296E1,-4.473937707E0,-5.864287768E0,6.371550683E0,9.746930170E0
2.224398296E1,-3.856222643E0,-3.721292002E0,7.015379412E0,8.828024441E0
2.225394296E1,-3.513391326E0,-2.085684282E-1,6.710244802E0,7.577255750E0
2.226390296E1,-2.390144123E0,3.529725523E0,6.204738976E0,7.527983591E0
2.227386296E1,-1.643071984E-1,6.156309412E0,5.017231457E0,7.943535355E0
2.228382296E1,1.616689493E0,7.551223517E0,3.678659953E0,8.553782822E0
2.229378296E1,2.741548920E0,7.364633018E0,2.385569261E0,8.212481396E0
2.230374296E1,3.454012851E0,4.821152097E0,8.701990056E-1,5.994243791E0
2.231370296E1,3.463318695E0,1.686782552E0,-5.087801211E-1,3.885700577E0
2.232366296E1,2.366037661E0,2.285968959E-2,-1.545765252E0,2.826313322E0
2.233362296E1,2.138174736E-1,-5.838146621E-1,-1.385298944E0,1.518423734E0
2.234358196E1,-1.138042852E0,-1.062934928E0,-6.195779872E-1,1.675962134E0
2.235354196E1,-1.453835766E0,-1.848073318E0,2.260814603E-1,2.362229085E0
2.236350196E1,-1.662524501E0,-2.609248649E0,9.321081555E-1,3.231252364E0
2.237346196E1,-1.569571606E0,-2.982071797E0,1.516768910E0,3.695523664E0
2.238342196E1,-1.859161685E0,-2.801613273E0,1.851072940E0,3.838227473E0
2.239338196E1,-1.893027589E0,-2.414888370E0,2.179951923E0,3.763964622E0
2.240334196E1,-1.222738601E0,-1.930529584E0,2.368020598E0,3.290829031E0
2.241330196E1,-6.818471794E-1,-8.519726497E-1,2.103100798E0,2.369347155E0
2.242326196E1,5.247218236E-3,1.875172824E-1,1.324062223E0,1.337284949E0
2.243322196E1,8.835996544E-1,7.782035923E-1,9.995429242E-1,1.544485428E0
2.244318196E1,1.417897756E0,8.099340928E-1,3.939245796E-1,1.679763035E0
2.245314096E1,1.748841683E0,9.838758945E-2,-4.188559377E-1,1.800990740E0
2.246310096E1,1.420755290E0,-5.615391093E-1,-7.168207649E-1,1.687514081E0
2.247306096E1,1.600635524E0,-9.356802195E-1,-8.111843006E-1,2.023746902E0
2.248302096E1,2.095731260E0,-1.110874495E0,-8.273268550E-1,2.512091038E0
2.249298096E1,1.864944289E0,-1.235899660E0,-7.099771837E-1,2.347239394E0
2.250294096E1,1.367880673E0,-1.250753342E0,-5.719810671E-1,1.939753541E0
2.251290096E1,1.274768734E0,-1.100635436E0,-4.128724819E-1,1.734040764E0
2.252286096E1,1.419780267E0,-8.817419940E-1,-3.361517501E-1,1.704770644E0
2.253282096E1,1.584592811E0,-6.667527384E-1,-3.929486793E-1,1.763491495E0
2.254278096E1,1.658120963E0,-4.352012444E-1,-7.243273473E-1,1.861025351E0
2.255274096E1,1.597099420E0,-1.900181365E-1,-9.149663119E-1,1.850404497E0
2.256270096E1,1.513661407E0,-4.090712070E-3,-7.327485073E-1,1.681697941E0
2.257265996E1,1.355719634E0,7.511625588E-2,-3.603008969E-1,1.404789989E0
2.258261996E1,1.182685027E0,2.226561248E-2,1.900694458E-1,1.198067622E0
2.259257996E1,1.120728223E0,7.039579868E-2,5.106500606E-1,1.233592640E0
2.260253996E1,1.221647072E0,2.059114534E-1,4.138874124E-1,1.306186773E0
2.261249996E1,1.339036066E0,1.617953807E-1,8.873661384E-2,1.351691354E0
2.262245996E1,1.361334569E0,-1.891656125E-1,-1.224161375E-1,1.379855481E0
2.263241996E1,1.257203844E0,-6.593998647E-1,-2.231826666E-1,1.437073481E0
2.264237996E1,1.164700235E0,-7.989962912E-1,-2.673401083E-1,1.437495198E0
2.265233996E1,1.192466761E0,-6.720362824E-1,-2.251799293E-1,1.387197081E0
2.266229996E1,1.283322333E0,-2.860528064E-1,2.034831047E-2,1.314973944E0
2.267225996E1,1.384340877E0,7.132357639E-1,3.632709901E-1,1.599084342E0
2.268221996E1,1.460393857E0,1.905571913E0,6.375922354E-1,2.484044765E0
2.269217896E1,1.606618395E0,2.552369859E0,7.535369669E-1,3.108638371E0
2.270213896E1,1.740519633E0,2.414667930E0,6.094845235E-1,3.038338558E0
2.271209896E1,2.115462981E0,1.911698041E0,1.227732562E-1,2.853917710E0
2.272205896E1,2.854313351E0,1.321613994E0,-4.041713865E-1,3.171296701E0
2.273201896E1,3.852422830E0,9.860329324E-1,-6.867987478E-1,4.035482019E0
2.274197896E1,4.926441740E0,1.239642463E0,-7.891782314E-1,5.140947766E0
2.275193896E1,5.590045168E0,1.835168513E0,-1.177196100E0,6.000186589E0
2.276189896E1,5.621914247E0,2.486363565E0,-1.227398539E0,6.268527000E0
2.277185896E1,5.444626669E0,3.026769083E0,-5.113477796E-1,6.250341366E0
2.278181896E1,5.253538492E0,3.126288108E0,3.618546483E-1,6.124074037E0
2.279177896E1,5.276929693E0,2.860505844E0,3.404067689E-1,6.012017751E0
2.280173796E1,5.728265744E0,2.963065422E0,-1.537544359E-1,6.451079411E0
2.281169796E1,5.937644012E0,3.282801114E0,-6.414594376E-1,6.814973938E0
2.282165796E1,5.702376612E0,3.389353756E0,-6.959549028E-1,6.670020325E0
2.283161796E1,4.661859325E0,3.315103472E0,-3.355290216E-1,5.730220163E0
2.284157796E1,2.917125018E0,2.862866365E0,-7.588668501E-1,4.157102488E0
2.285153796E1,1.660723558E0,1.955743362E0,-1.751078535E0,3.106317896E0
2.286149796E1,7.701483218E-1,9.099238193E-1,-2.256330008E0,2.551884578E0
2.287145796E1,-1.296245849E-1,3.766741240E-1,-2.451731676E0,2.483882875E0
2.288141796E1,-7.650227988E-1,8.218711835E-1,-2.599669740E0,2.831786518E0
2.289137796E1,-1.129074538E0,2.232545289E0,-2.243211780E0,3.360218277E0
2.290133796E1,-1.784534549E0,4.352597750E0,-1.391356659E0,4.905664489E0
2.291129696E1,-2.961526143E0,6.345566826E0,-2.301822223E-2,7.002669868E0
2.292125696E1,-4.584170294E0,7.307315687E0,1.640911145E0,8.780892279E0
2.293121696E1,-6.245022783E0,6.510845393E0,2.972947801E0,9.498938674E0
2.294117696E1,-6.917848440E0,3.975356446E0,3.230983089E0,8.608097213E0
2.295113696E1,-5.723794963E0,1.094885284E0,2.402978615E0,6.303563182E0
2.296109696E1,-3.949792419E0,-6.932301003E-1,1.402998465E0,4.248509482E0
2.297105696E1,-2.465466785E0,-9.635971659E-1,5.947508557E-1,2.713074741E0
2.298101696E1,-1.335423948E0,-1.422352749E-1,6.878141168E-1,1.508865883E0
2.299097696E1,-3.696248670E-1,8.030776477E-1,6.380154276E-1,1.090238477E0
2.300093696E1,8.562899414E-1,8.822553796E-1,7.882761522E-1,1.460474687E0
2.301089696E1,1.275532672E0,5.843198615E-1,5.794283733E-1,1.517942864E0
2.302085696E1,1.290439564E0,2.558507681E-2,1.452939680E0,1.943430621E0
2.303081596E1,1.410620896E0,-6.034256387E-1,2.991864713E0,3.362324832E0
2.304077596E1,6.824310239E-1,-4.564710760E-1,2.688643020E0,2.811206011E0
2.305073596E1,1.347724736E-1,-5.389793819E-1,1.826012943E0,1.908660698E0
2.306069596E1,-1.774439916E-1,-9.240483534E-1,1.497696754E0,1.768741727E0
2.307065596E1,-1.008289774E0,-1.305075729E0,1.732560696E0,2.391994459E0
2.308061596E1,-2.240457156E0,-1.694802008E0,1.837022665E0,3.356583738E0
2.309057596E1,-3.158687530E0,-2.140157527E0,1.689563488E0,4.172793541E0
2.310053596E1,-3.652532254E0,-2.577460261E0,1.832324427E0,4.831325499E0
2.311049596E1,-4.166342589E0,-2.929553860E0,1.983616747E0,5.465842276E0
2.312045596E1,-4.479768258E0,-3.066247144E0,2.211208507E0,5.861709499E0
2.313041596E1,-4.702682538E0,-3.037468318E0,2.538337126E0,6.146917292E0
2.314037596E1,-4.879651151E0,-2.906892976E0,2.701054905E0,6.289413305E0
2.315033496E1,-5.087872254E0,-2.680589358E0,2.770342656E0,6.383322161E0
2.316029496E1,-5.163817645E0,-2.560881066E0,2.801843361E0,6.408857209E0
2.317025496E1,-5.053720422E0,-2.669096655E0,2.784421874E0,6.357450136E0
2.318021496E1,-4.870041837E0,-2.976479520E0,2.653525228E0,6.294277874E0
2.319017496E1,-4.625331768E0,-3.329912716E0,2.383086826E0,6.177468371E0
2.320013496E1,-4.227040488E0,-3.597793545E0,1.928496214E0,5.876315796E0
2.321009496E1,-3.712954165E0,-3.804301999E0,1.396799540E0,5.496343447E0
2.322005496E1,-3.133592158E0,-3.748905478E0,9.634945473E-1,4.980162029E0
2.323001496E1,-2.460604533E0,-3.556963023E0,3.976647511E-1,4.343350995E0
2.323997496E1,-1.834617121E0,-3.330047202E0,-3.957243526E-1,3.822516463E0
2.324993496E1,-1.041000560E0,-2.771525840E0,-1.212113479E0,3.199102489E0
2.325989496E1,-6.933949918E-2,-1.587359421E0,-2.366866357E0,2.850714691E0
2.326985396E1,1.129540561E0,-3.077389598E-2,-3.492312406E0,3.670566013E0
2.327981396E1,2.255568116E0,1.728062725E0,-4.416813626E0,5.251859758E0
2.328977396E1,3.565533579E0,3.086243452E0,-5.037851079E0,6.900570399E0
2.329973396E1,5.383339663E0,4.536018473E0,-4.796718922E0,8.518469459E0
2.330969483E1,6.875352631E0,5.980609353E0,-3.823389065E0,9.882128615E0
2.331965483E1,7.898167473E0,6.898768975E0,-3.151812666E0,1.095025049E1
2.332961483E1,8.421220209E0,6.369366163E0,-2.800353198E0,1.092372433E1
2.333957483E1,7.621086634E0,4.883116795E0,-2.789224777E0,9.471302233E0
2.334953483E1,5.584264026E0,3.386835945E0,-3.203655542E0,7.274480824E0
2.335949483E1,3.333865726E0,1.876911786E0,-3.704365482E0,5.325390329E0
2.336945483E1,1.605506839E0,1.539022243E-1,-3.504507067E0,3.857837203E0
2.337941383E1,5.278582701E-1,-1.773289769E0,-2.710006115E0,3.281360099E0
2.338937383E1,-1.080851966E-1,-3.403340880E0,-2.015095232E0,3.956642561E0
2.339933383E1,-7.269737971E-1,-4.199888358E0,-1.210719211E0,4.430958601E0
2.340929383E1,-9.487937701E-1,-4.036094398E0,-6.161526883E-1,4.191647856E0
2.341925383E1,-1.024297112E0,-3.023671228E0,-4.775070190E-1,3.227969210E0
2.342921383E1,-2.286038541E0,-2.166803874E0,-2.868869117E-1,3.162801818E0
2.343917383E1,-4.241699165E0,-1.574205524E0,5.382961348E-1,4.556303060E0
2.344913383E1,-5.928097848E0,4.624048305E-1,1.524586637E0,6.138446606E0
2.345909383E1,-6.632266334E0,5.077356037E0,2.666108143E0,8.767818069E0
2.346905383E1,-6.239152179E0,1.127964152E1,4.151005050E0,1.354208904E1
2.347901383E1,-2.768510723E0,1.608159253E1,1.244744889E0,1.636556323E1
2.348897383E1,2.377853276E0,1.345055599E1,-2.731730275E0,1.392960850E1
2.349893383E1,1.816425848E0,4.466788609E0,1.202923118E0,4.969771360E0
2.350889283E1,-3.471627296E0,-1.360517859E0,3.704772449E0,5.256286124E0
2.351885283E1,-6.696309718E0,-3.762409623E0,5.633134469E-1,7.701533097E0
2.352881283E1,-6.864611880E0,-5.273686243E0,1.260894753E0,8.747829355E0
2.353877283E1,-6.135082850E0,-5.852441894E0,3.615749760E0,9.217589925E0
2.354873283E1,-5.602959913E0,-6.230762009E0,5.049384127E0,9.783242564E0
2.355869283E1,-4.900411690E0,-5.900532904E0,5.768986924E0,9.597475366E0
2.356865283E1,-3.946422084E0,-4.158290681E0,6.060243752E0,8.342192936E0
2.357861283E1,-2.964985940E0,-8.230558294E-1,6.113403128E0,6.844140584E0
2.358857283E1,-1.917475821E0,2.920000094E0,5.406085331E0,6.436526446E0
2.359853283E1,-3.560154726E-1,5.596768296E0,3.859073453E0,6.807570073E0
2.360849283E1,1.310562757E0,6.994549291E0,2.315311457E0,7.483445842E0
2.361845283E1,2.405506513E0,6.152048546E0,1.068648827E0,6.691500072E0
2.362841183E1,2.657875264E0,3.507112586E0,4.586732105E-1,4.424310197E0
2.363837183E1,2.008754950E0,8.152994978E-1,4.619781299E-1,2.216581493E0
2.364833183E1,5.668127131E-1,-8.866320205E-1,-2.744202825E-1,1.087519877E0
2.365829183E1,-9.052822995E-1,-1.707158344E0,-9.446129378E-1,2.150864770E0
2.366825183E1,-1.679725401E0,-2.528669924E0,-4.571668947E-1,3.069959377E0
2.367821183E1,-1.791184880E0,-3.073528097E0,4.860392761E-1,3.590425102E0
2.368817183E1,-1.762097613E0,-2.925137458E0,1.193182826E0,3.617333604E0
2.369813183E1,-1.448967521E0,-2.464003227E0,1.635748054E0,3.293401050E0
2.370809183E1,-9.443782452E-1,-1.851026747E0,2.090053321E0,2.947282337E0
2.371805183E1,-5.672770552E-1,-9.653846598E-1,2.497009006E0,2.736571719E0
2.372801183E1,1.273590081E-1,-1.463990772E-1,2.308861978E0,2.317001649E0
2.373797183E1,7.961214345E-1,3.791995364E-1,1.429006881E0,1.679185008E0
2.374793183E1,9.954206371E-1,5.338227224E-1,6.147785926E-1,1.285994425E0
2.375789083E1,9.267999800E-1,2.899605006E-1,3.852075140E-1,1.044710545E0
2.376785083E1,1.140690178E0,9.777129292E-3,2.239599808E-1,1.162509247E0
2.377781083E1,1.419685834E0,-2.442083770E-1,-2.967719221E-1,1.470788623E0
2.378777083E1,1.222375416E0,-4.923343885E-1,-8.729459544E-1,1.580705364E0
2.379773083E1,8.390397781E-1,-8.116677922E-1,-1.163753790E0,1.648367446E0
2.380769083E1,8.428980634E-1,-9.602420336E-1,-1.160012229E0,1.725737605E0
2.381765083E1,8.672429457E-1,-9.868842870E-1,-9.711008247E-1,1.633734291E0
2.382761083E1,9.501570484E-1,-1.010621059E0,-8.070870104E-1,1.604849770E0
2.383757083E1,1.149803795E0,-9.429652655E-1,-7.111054771E-1,1.648303145E0
2.384753083E1,1.324178291E0,-8.142089921E-1,-6.002617103E-1,1.666342867E0
2.385749083E1,1.428664234E0,-6.074327356E-1,-4.432392655E-1,1.614471142E0
2.386745083E1,1.451710157E0,-2.961269742E-1,-1.116129680E-1,1.485803156E0
2.387740983E1,1.463178301E0,1.318085200E-1,1.749473767E-1,1.479483292E0
2.388736983E1,1.678876532E0,5.145467913E-1,4.535731228E-1,1.813591295E0
2.389732983E1,1.906364503E0,5.118980026E-1,6.551720354E-1,2.079787388E0
2.390728983E1,2.181557568E0,1.939971668E-1,4.193376752E-1,2.229948970E0
2.391724983E1,2.682299083E0,-1.474042135E-1,-3.051107825E-1,2.703617755E0
2.392720983E1,2.958977049E0,-3.519865948E-1,-8.795540390E-1,3.106936602E0
2.393716983E1,2.826907451E0,-3.097123951E-1,-9.421513331E-1,2.995826537E0
2.394712983E1,2.363560049E0,-8.743224621E-2,-6.327878706E-1,2.448362921E0
2.395708983E1,1.935965155E0,1.526608604E-1,2.727974609E-2,1.942166472E0
2.396704983E1,1.928187481E0,4.775397635E-1,6.602045877E-1,2.093280031E0
2.397700983E1,1.944407365E0,8.013948190E-1,8.599242783E-1,2.272096702E0
2.398696983E1,1.950685228E0,9.386184454E-1,6.293679804E-1,2.254391603E0
2.399692983E1,2.044438022E0,8.546740633E-1,3.510112792E-1,2.243524794E0
2.400688883E1,2.247249721E0,7.501919210E-1,1.671621014E-1,2.375049977E0
2.401684883E1,2.422373098E0,7.497294062E-1,5.112366825E-3,2.535746783E0
2.402680883E1,2.826448444E0,6.501133168E-1,-3.691155745E-1,2.923645745E0
2.403676883E1,3.526085631E0,6.712439847E-1,-8.077643372E-1,3.679175395E0
2.404672883E1,4.296035002E0,1.096963384E0,-1.378551257E0,4.643236906E0
2.405668883E1,4.849328367E0,1.628159537E0,-1.944184002E0,5.472361513E0
2.406664883E1,5.055184565E0,2.145273841E0,-1.784669035E0,5.774264836E0
2.407660883E1,4.871154854E0,2.694975847E0,-7.594889939E-1,5.618528985E0
2.408656883E1,4.868158741E0,2.760432503E0,-3.399629653E-2,5.596437516E0
2.409652883E1,5.040770009E0,2.633111721E0,2.132724401E-1,5.691056558E0
2.410648883E1,5.395663839E0,2.892794169E0,1.397378560E-1,6.123803805E0
2.411644883E1,5.462761223E0,3.161571377E0,1.024666071E-2,6.311687472E0
2.412640883E1,4.264175862E0,2.727698620E0,-3.179154539E-1,5.071942999E0
2.413636783E1,2.431470197E0,1.799604578E0,-8.638776539E-1,3.145935243E0
2.414632783E1,8.846138540E-1,1.221764601E0,-1.303402256E0,1.993516454E0
2.415628783E1,-7.502363598E-1,1.278662687E0,-1.995990332E0,2.486324651E0
2.416624783E1,-2.210825514E0,1.958828938E0,-2.378533307E0,3.792384600E0
2.417620783E1,-2.863883196E0,3.210783883E0,-2.110799827E0,4.792330958E0
2.418616783E1,-2.991405122E0,4.799015123E0,-1.520357931E0,5.855812411E0
2.419612783E1,-3.660218127E0,6.443118848E0,-6.110679495E-1,7.435346748E0
2.420608783E1,-5.039480113E0,7.629069253E0,7.892185771E-1,9.177250320E0
2.421604783E1,-6.466505957E0,7.520689357E0,1.770872530E0,1.007533906E1
2.422600783E1,-7.585584680E0,6.004612173E0,2.282460630E0,9.940125191E0
2.423596783E1,-7.765567240E0,3.579019890E0,2.244989479E0,8.840440922E0
2.424592783E1,-6.306920239E0,1.158905863E0,1.369054501E0,6.557027980E0
2.425588783E1,-4.256071914E0,-4.404192996E-1,6.008857544E-1,4.320784765E0
2.426584683E1,-2.380063523E0,-6.992030311E-1,2.238733689E-1,2.490724099E0
2.427580683E1,-9.197459722E-1,-1.251508802E-1,3.147863165E-1,9.801458163E-1
2.428576683E1,3.497835101E-1,4.640309411E-1,4.359825785E-1,7.264668107E-1
2.429572683E1,1.190461386E0,6.614370346E-1,2.679055341E-1,1.387973572E0
2.430568683E1,1.631974407E0,1.033179617E-1,3.467214695E-1,1.671595299E0
2.431564658E1,2.192533377E0,-5.746240085E-1,2.228377393E0,3.178531291E0
2.432560658E1,1.411669009E0,-7.438336587E-1,2.396753815E0,2.879327483E0
2.433556658E1,5.035753682E-1,-5.409633422E-1,1.907233253E0,2.045426159E0
2.434552658E1,-1.351797321E-1,-5.334824145E-1,1.379109666E0,1.484863804E0
2.435548658E1,-7.553272381E-1,-7.319673193E-1,1.437879738E0,1.781514393E0
2.436544658E1,-1.824945241E0,-9.918666995E-1,1.911134077E0,2.822526907E0
2.437540658E1,-2.704358289E0,-1.424549548E0,1.963785038E0,3.633090537E0
2.438536658E1,-3.298530417E0,-1.892380595E0,1.880537352E0,4.242384702E0
2.439532558E1,-3.543755040E0,-2.456229939E0,2.048380508E0,4.773586492E0
2.440528558E1,-3.686863889E0,-3.164090942E0,2.272379738E0,5.363594550E0
2.441524558E1,-3.863740116E0,-3.686827928E0,2.440568172E0,5.871759605E0
2.442520558E1,-3.863942137E0,-3.973591172E0,2.512185161E0,6.085273200E0
2.443516558E1,-3.900894493E0,-4.077300897E0,2.483715361E0,6.165241475E0
2.444512558E1,-4.220633694E0,-3.969113958E0,2.376122792E0,6.262074250E0
2.445508558E1,-4.650148229E0,-3.807746009E0,2.320615174E0,6.442675144E0
2.446504558E1,-4.909846757E0,-3.715102724E0,2.151972411E0,6.522236479E0
2.447500558E1,-4.906613832E0,-3.684735795E0,1.968091805E0,6.444029991E0
2.448496558E1,-4.687780616E0,-3.769377165E0,1.713634428E0,6.254601048E0
2.449492558E1,-4.276852041E0,-3.843968341E0,1.370967710E0,5.911607941E0
2.450488558E1,-3.577034175E0,-3.360295433E0,9.602016878E-1,5.000874540E0
2.451484558E1,-2.582842038E0,-2.436643521E0,4.748287019E-1,3.582424729E0
2.452480458E1,-1.578530125E0,-1.784955549E0,-7.422747910E-2,2.383974284E0
2.453476458E1,-6.470473292E-1,-1.447146698E0,-5.548235822E-1,1.679503801E0
2.454472458E1,3.190097603E-1,-7.029744852E-1,-1.159794932E0,1.393220958E0
2.455468458E1,1.313015664E0,1.073794377E-1,-2.219603062E0,2.581119569E0
2.456464458E1,2.137955466E0,6.526679653E-1,-2.975194302E0,3.721372083E0
2.457460458E1,2.763014341E0,1.291525977E0,-3.525937697E0,4.662030055E0
2.458456458E1,3.302793037E0,2.019392059E0,-3.945778598E0,5.527707922E0
2.459452458E1,3.969297561E0,2.603846406E0,-3.783512224E0,6.070445122E0
2.460448458E1,4.384652771E0,3.301801057E0,-3.495624561E0,6.507415863E0
2.461444458E1,4.486197564E0,4.175883783E0,-3.543076178E0,7.079361748E0
2.462440458E1,5.119637253E0,5.155804036E0,-3.719218580E0,8.162449859E0
2.463436458E1,6.173797849E0,5.188446702E0,-3.706942643E0,8.875651121E0
2.464432458E1,6.268435035E0,4.301752117E0,-3.426828268E0,8.339154696E0
2.465428358E1,4.921775662E0,2.842420406E0,-3.251458869E0,6.547916784E0
2.466424358E1,3.365892095E0,9.789969778E-1,-3.277639192E0,4.799018999E0
2.467420358E1,2.050170633E0,-9.129690492E-1,-3.162277136E0,3.877719535E0
2.468416358E1,8.233528680E-1,-2.313147402E0,-2.838734029E0,3.753261480E0
2.469412358E1,-5.376739910E-1,-3.150400271E0,-2.126896042E0,3.838984497E0
